Country,City,Date,Year,Month,Day,Temp
South Africa,Capetown,1995-12-09,1995,12,9,20.72222222222222
South Africa,Capetown,1995-12-10,1995,12,10,20.166666666666668
South Africa,Capetown,1995-12-11,1995,12,11,24.05555555555556
South Africa,Capetown,1995-12-12,1995,12,12,23.666666666666664
South Africa,Capetown,1995-12-13,1995,12,13,23.72222222222222
South Africa,Capetown,1995-12-14,1995,12,14,19.77777777777777
South Africa,Capetown,1995-12-15,1995,12,15,18.55555555555556
South Africa,Capetown,1995-12-16,1995,12,16,20.55555555555556
South Africa,Capetown,1995-12-17,1995,12,17,20.666666666666668
South Africa,Capetown,1995-12-18,1995,12,18,17.27777777777778
South Africa,Capetown,1995-12-19,1995,12,19,18.277777777777786
South Africa,Capetown,1995-12-20,1995,12,20,19.83333333333333
South Africa,Capetown,1995-12-21,1995,12,21,21.333333333333336
South Africa,Capetown,1995-12-22,1995,12,22,21.888888888888893
South Africa,Capetown,1995-12-23,1995,12,23,18.38888888888889
South Africa,Capetown,1995-12-24,1995,12,24,17.5
South Africa,Capetown,1995-12-25,1995,12,25,17.944444444444443
South Africa,Capetown,1995-12-26,1995,12,26,19.222222222222214
South Africa,Capetown,1995-12-27,1995,12,27,20.222222222222225
South Africa,Capetown,1995-12-28,1995,12,28,21.27777777777778
South Africa,Capetown,1995-12-29,1995,12,29,20.55555555555556
South Africa,Capetown,1995-12-30,1995,12,30,21.944444444444443
South Africa,Capetown,1995-12-31,1995,12,31,21.888888888888893
South Africa,Capetown,1996-01-01,1996,1,1,21.11111111111111
South Africa,Capetown,1996-01-02,1996,1,2,22.38888888888889
South Africa,Capetown,1996-01-03,1996,1,3,22.88888888888889
South Africa,Capetown,1996-01-04,1996,1,4,21.22222222222222
South Africa,Capetown,1996-01-05,1996,1,5,20.166666666666668
South Africa,Capetown,1996-01-06,1996,1,6,20.611111111111107
South Africa,Capetown,1996-01-07,1996,1,7,19.33333333333333
South Africa,Capetown,1996-01-08,1996,1,8,20.11111111111111
South Africa,Capetown,1996-01-09,1996,1,9,19.33333333333333
South Africa,Capetown,1996-01-10,1996,1,10,19.111111111111114
South Africa,Capetown,1996-01-11,1996,1,11,19.83333333333333
South Africa,Capetown,1996-01-12,1996,1,12,21.333333333333336
South Africa,Capetown,1996-01-13,1996,1,13,22.944444444444443
South Africa,Capetown,1996-01-14,1996,1,14,22.22222222222222
South Africa,Capetown,1996-01-15,1996,1,15,21.27777777777778
South Africa,Capetown,1996-01-16,1996,1,16,23.55555555555556
South Africa,Capetown,1996-01-17,1996,1,17,22.444444444444446
South Africa,Capetown,1996-01-18,1996,1,18,23.944444444444443
South Africa,Capetown,1996-01-19,1996,1,19,24.33333333333333
South Africa,Capetown,1996-01-20,1996,1,20,24.72222222222222
South Africa,Capetown,1996-01-21,1996,1,21,22.33333333333333
South Africa,Capetown,1996-01-22,1996,1,22,19.55555555555556
South Africa,Capetown,1996-01-23,1996,1,23,19.05555555555556
South Africa,Capetown,1996-01-24,1996,1,24,19.166666666666668
South Africa,Capetown,1996-01-25,1996,1,25,20.11111111111111
South Africa,Capetown,1996-01-26,1996,1,26,19.77777777777777
South Africa,Capetown,1996-01-27,1996,1,27,22.666666666666668
South Africa,Capetown,1996-01-28,1996,1,28,23.77777777777778
South Africa,Capetown,1996-01-29,1996,1,29,20.444444444444443
South Africa,Capetown,1996-01-30,1996,1,30,21.22222222222222
South Africa,Capetown,1996-01-31,1996,1,31,20.944444444444443
South Africa,Capetown,1996-02-01,1996,2,1,22.16666666666667
South Africa,Capetown,1996-02-02,1996,2,2,20.83333333333333
South Africa,Capetown,1996-02-03,1996,2,3,20.11111111111111
South Africa,Capetown,1996-02-04,1996,2,4,21.38888888888889
South Africa,Capetown,1996-02-05,1996,2,5,22.83333333333333
South Africa,Capetown,1996-02-06,1996,2,6,21.83333333333333
South Africa,Capetown,1996-02-07,1996,2,7,21.83333333333333
South Africa,Capetown,1996-02-08,1996,2,8,21.38888888888889
South Africa,Capetown,1996-02-09,1996,2,9,21.0
South Africa,Capetown,1996-02-10,1996,2,10,21.0
South Africa,Capetown,1996-02-11,1996,2,11,21.888888888888893
South Africa,Capetown,1996-02-12,1996,2,12,19.444444444444443
South Africa,Capetown,1996-02-13,1996,2,13,16.333333333333332
South Africa,Capetown,1996-02-14,1996,2,14,17.444444444444443
South Africa,Capetown,1996-02-15,1996,2,15,20.55555555555556
South Africa,Capetown,1996-02-16,1996,2,16,20.83333333333333
South Africa,Capetown,1996-02-17,1996,2,17,23.33333333333333
South Africa,Capetown,1996-02-18,1996,2,18,23.5
South Africa,Capetown,1996-02-19,1996,2,19,19.111111111111114
South Africa,Capetown,1996-02-20,1996,2,20,19.55555555555556
South Africa,Capetown,1996-02-21,1996,2,21,18.33333333333333
South Africa,Capetown,1996-02-22,1996,2,22,16.38888888888889
South Africa,Capetown,1996-02-23,1996,2,23,15.38888888888889
South Africa,Capetown,1996-02-24,1996,2,24,17.72222222222222
South Africa,Capetown,1996-02-25,1996,2,25,20.777777777777786
South Africa,Capetown,1996-02-26,1996,2,26,23.5
South Africa,Capetown,1996-02-27,1996,2,27,22.27777777777777
South Africa,Capetown,1996-02-28,1996,2,28,20.944444444444443
South Africa,Capetown,1996-02-29,1996,2,29,18.55555555555556
South Africa,Capetown,1996-03-01,1996,3,1,18.72222222222222
South Africa,Capetown,1996-03-02,1996,3,2,19.05555555555556
South Africa,Capetown,1996-03-03,1996,3,3,18.944444444444443
South Africa,Capetown,1996-03-04,1996,3,4,19.222222222222214
South Africa,Capetown,1996-03-05,1996,3,5,18.944444444444443
South Africa,Capetown,1996-03-06,1996,3,6,17.83333333333333
South Africa,Capetown,1996-03-07,1996,3,7,17.22222222222222
South Africa,Capetown,1996-03-08,1996,3,8,17.61111111111111
South Africa,Capetown,1996-03-09,1996,3,9,17.72222222222222
South Africa,Capetown,1996-03-10,1996,3,10,18.05555555555556
South Africa,Capetown,1996-03-11,1996,3,11,17.666666666666668
South Africa,Capetown,1996-03-12,1996,3,12,15.5
South Africa,Capetown,1996-03-13,1996,3,13,16.666666666666668
South Africa,Capetown,1996-03-14,1996,3,14,19.166666666666668
South Africa,Capetown,1996-03-15,1996,3,15,20.500000000000004
